Amount,Cds Code,$ in 000's,District Name,District Code,# Enrolled,Ethnic,Function1 (copy),Function,Function Code,Grads,# G12 Enrollment,Number of Records,# UC Grads,Year1
783162.85,1100170000000,783.16285,Alameda County Office of Education,10017,19,4,Communications,Communications,5900,1,2,1,0,1516
248270.85,1100170000000,248.27085,Alameda County Office of Education,10017,19,4,Tuition for Instruction Under Interdistrict Attendance Agreements,Tuition for Instruction Under Interdistrict Attendance Agreements,7110,1,2,1,0,1516
5172564.52,1100170000000,5172.56452,Alameda County Office of Education,10017,19,4,Accounts Receivable,Accounts Receivable,9200,1,2,1,0,1516
11704762.38,1100170000000,11704.76238,Alameda County Office of Education,10017,627,5,Classified Instructional Salaries,Classified Instructional Salaries,2100,113,117,1,40,1516
2487.98,1100170000000,2.48798,Alameda County Office of Education,10017,627,5,Insurance,Insurance,5400,113,117,1,40,1516
783162.85,1100170000000,783.16285,Alameda County Office of Education,10017,627,5,Communications,Communications,5900,113,117,1,40,1516
248270.85,1100170000000,248.27085,Alameda County Office of Education,10017,627,5,Tuition for Instruction Under Interdistrict Attendance Agreements,Tuition for Instruction Under Interdistrict Attendance Agreements,7110,113,117,1,40,1516
5172564.52,1100170000000,5172.56452,Alameda County Office of Education,10017,627,5,Accounts Receivable,Accounts Receivable,9200,113,117,1,40,1516
11704762.38,1100170000000,11704.76238,Alameda County Office of Education,10017,418,6,Classified Instructional Salaries,Classified Instructional Salaries,2100,83,113,1,35,1516
2487.98,1100170000000,2.48798,Alameda County Office of Education,10017,418,6,Insurance,Insurance,5400,83,113,1,35,1516
783162.85,1100170000000,783.16285,Alameda County Office of Education,10017,418,6,Communications,Communications,5900,83,113,1,35,1516
248270.85,1100170000000,248.27085,Alameda County Office of Education,10017,418,6,Tuition for Instruction Under Interdistrict Attendance Agreements,Tuition for Instruction Under Interdistrict Attendance Agreements,7110,83,113,1,35,1516
5172564.52,1100170000000,5172.56452,Alameda County Office of Education,10017,418,6,Accounts Receivable,Accounts Receivable,9200,83,113,1,35,1516
11704762.38,1100170000000,11704.76238,Alameda County Office of Education,10017,187,7,Classified Instructional Salaries,Classified Instructional Salaries,2100,9,11,1,1,1516
2487.98,1100170000000,2.48798,Alameda County Office of Education,10017,187,7,Insurance,Insurance,5400,9,11,1,1,1516
783162.85,1100170000000,783.16285,Alameda County Office of Education,10017,187,7,Communications,Communications,5900,9,11,1,1,1516
248270.85,1100170000000,248.27085,Alameda County Office of Education,10017,187,7,Tuition for Instruction Under Interdistrict Attendance Agreements,Tuition for Instruction Under Interdistrict Attendance Agreements,7110,9,11,1,1,1516
5172564.52,1100170000000,5172.56452,Alameda County Office of Education,10017,187,7,Accounts Receivable,Accounts Receivable,9200,9,11,1,1,1516
11704762.38,1100170000000,11704.76238,Alameda County Office of Education,10017,178,9,Classified Instructional Salaries,Classified Instructional Salaries,2100,5,5,1,3,1516
2487.98,1100170000000,2.48798,Alameda County Office of Education,10017,178,9,Insurance,Insurance,5400,5,5,1,3,1516
783162.85,1100170000000,783.16285,Alameda County Office of Education,10017,178,9,Communications,Communications,5900,5,5,1,3,1516
248270.85,1100170000000,248.27085,Alameda County Office of Education,10017,178,9,Tuition for Instruction Under Interdistrict Attendance Agreements,Tuition for Instruction Under Interdistrict Attendance Agreements,7110,5,5,1,3,1516
5172564.52,1100170000000,5172.56452,Alameda County Office of Education,10017,178,9,Accounts Receivable,Accounts Receivable,9200,5,5,1,3,1516
3921451.56,1611190000000,3921.45156,Alameda Unified,61119,23,1,Classified Instructional Salaries,Classified Instructional Salaries,2100,1,1,1,1,1516
773211.61,1611190000000,773.21161,Alameda Unified,61119,23,1,Books and Other Reference Materials,Books and Other Reference Materials,4200,1,1,1,1,1516
583815.26,1611190000000,583.81526,Alameda Unified,61119,23,1,Accounts Receivable,Accounts Receivable,9200,1,1,1,1,1516
3921451.56,1611190000000,3921.45156,Alameda Unified,61119,1460,2,Classified Instructional Salaries,Classified Instructional Salaries,2100,264,287,1,165,1516
773211.61,1611190000000,773.21161,Alameda Unified,61119,1460,2,Books and Other Reference Materials,Books and Other Reference Materials,4200,264,287,1,165,1516
583815.26,1611190000000,583.81526,Alameda Unified,61119,1460,2,Accounts Receivable,Accounts Receivable,9200,264,287,1,165,1516
3921451.56,1611190000000,3921.45156,Alameda Unified,61119,62,3,Classified Instructional Salaries,Classified Instructional Salaries,2100,9,12,1,2,1516
773211.61,1611190000000,773.21161,Alameda Unified,61119,62,3,Books and Other Reference Materials,Books and Other Reference Materials,4200,9,12,1,2,1516
583815.26,1611190000000,583.81526,Alameda Unified,61119,62,3,Accounts Receivable,Accounts Receivable,9200,9,12,1,2,1516
3921451.56,1611190000000,3921.45156,Alameda Unified,61119,461,4,Classified Instructional Salaries,Classified Instructional Salaries,2100,58,61,1,35,1516
773211.61,1611190000000,773.21161,Alameda Unified,61119,461,4,Books and Other Reference Materials,Books and Other Reference Materials,4200,58,61,1,35,1516
583815.26,1611190000000,583.81526,Alameda Unified,61119,461,4,Accounts Receivable,Accounts Receivable,9200,58,61,1,35,1516
3921451.56,1611190000000,3921.45156,Alameda Unified,61119,1079,5,Classified Instructional Salaries,Classified Instructional Salaries,2100,117,148,1,54,1516
773211.61,1611190000000,773.21161,Alameda Unified,61119,1079,5,Books and Other Reference Materials,Books and Other Reference Materials,4200,117,148,1,54,1516
583815.26,1611190000000,583.81526,Alameda Unified,61119,1079,5,Accounts Receivable,Accounts Receivable,9200,117,148,1,54,1516
3921451.56,1611190000000,3921.45156,Alameda Unified,61119,700,6,Classified Instructional Salaries,Classified Instructional Salaries,2100,75,97,1,24,1516
773211.61,1611190000000,773.21161,Alameda Unified,61119,700,6,Books and Other Reference Materials,Books and Other Reference Materials,4200,75,97,1,24,1516
583815.26,1611190000000,583.81526,Alameda Unified,61119,700,6,Accounts Receivable,Accounts Receivable,9200,75,97,1,24,1516
3921451.56,1611190000000,3921.45156,Alameda Unified,61119,1671,7,Classified Instructional Salaries,Classified Instructional Salaries,2100,204,217,1,114,1516
773211.61,1611190000000,773.21161,Alameda Unified,61119,1671,7,Books and Other Reference Materials,Books and Other Reference Materials,4200,204,217,1,114,1516
583815.26,1611190000000,583.81526,Alameda Unified,61119,1671,7,Accounts Receivable,Accounts Receivable,9200,204,217,1,114,1516
3921451.56,1611190000000,3921.45156,Alameda Unified,61119,388,9,Classified Instructional Salaries,Classified Instructional Salaries,2100,28,33,1,16,1516
773211.61,1611190000000,773.21161,Alameda Unified,61119,388,9,Books and Other Reference Materials,Books and Other Reference Materials,4200,28,33,1,16,1516
583815.26,1611190000000,583.81526,Alameda Unified,61119,388,9,Accounts Receivable,Accounts Receivable,9200,28,33,1,16,1516
3208053.01,1611270000000,3208.05301,Albany City Unified,61127,348,2,Classified Instructional Salaries,Classified Instructional Salaries,2100,90,88,1,61,1516
479468.32,1611270000000,479.46832,Albany City Unified,61127,348,2,Classified Support Salaries,Classified Support Salaries,2200,90,88,1,61,1516
21437.84,1611270000000,21.43784,Albany City Unified,61127,348,2,Approved Textbooks and Core Curricula Materials,Approved Textbooks and Core Curricula Materials,4100,90,88,1,61,1516
398701.83,1611270000000,398.70183,Albany City Unified,61127,348,2,Books and Other Reference Materials,Books and Other Reference Materials,4200,90,88,1,61,1516
2570832.22,1611270000000,2570.83222,Albany City Unified,61127,348,2,Maintenance and Operations (Public Law 81-874),Maintenance and Operations (Public Law 81-874),8110,90,88,1,61,1516
17070043,1611270000000,17070.043,Albany City Unified,61127,348,2,Accounts Receivable,Accounts Receivable,9200,90,88,1,61,1516
3208053.01,1611270000000,3208.05301,Albany City Unified,61127,4,3,Classified Instructional Salaries,Classified Instructional Salaries,2100,1,1,1,1,1516
479468.32,1611270000000,479.46832,Albany City Unified,61127,4,3,Classified Support Salaries,Classified Support Salaries,2200,1,1,1,1,1516
21437.84,1611270000000,21.43784,Albany City Unified,61127,4,3,Approved Textbooks and Core Curricula Materials,Approved Textbooks and Core Curricula Materials,4100,1,1,1,1,1516
398701.83,1611270000000,398.70183,Albany City Unified,61127,4,3,Books and Other Reference Materials,Books and Other Reference Materials,4200,1,1,1,1,1516
2570832.22,1611270000000,2570.83222,Albany City Unified,61127,4,3,Maintenance and Operations (Public Law 81-874),Maintenance and Operations (Public Law 81-874),8110,1,1,1,1,1516
17070043,1611270000000,17070.043,Albany City Unified,61127,4,3,Accounts Receivable,Accounts Receivable,9200,1,1,1,1,1516
3208053.01,1611270000000,3208.05301,Albany City Unified,61127,22,4,Classified Instructional Salaries,Classified Instructional Salaries,2100,4,5,1,2,1516
479468.32,1611270000000,479.46832,Albany City Unified,61127,22,4,Classified Support Salaries,Classified Support Salaries,2200,4,5,1,2,1516
21437.84,1611270000000,21.43784,Albany City Unified,61127,22,4,Approved Textbooks and Core Curricula Materials,Approved Textbooks and Core Curricula Materials,4100,4,5,1,2,1516
398701.83,1611270000000,398.70183,Albany City Unified,61127,22,4,Books and Other Reference Materials,Books and Other Reference Materials,4200,4,5,1,2,1516
2570832.22,1611270000000,2570.83222,Albany City Unified,61127,22,4,Maintenance and Operations (Public Law 81-874),Maintenance and Operations (Public Law 81-874),8110,4,5,1,2,1516
17070043,1611270000000,17070.043,Albany City Unified,61127,22,4,Accounts Receivable,Accounts Receivable,9200,4,5,1,2,1516
3208053.01,1611270000000,3208.05301,Albany City Unified,61127,209,5,Classified Instructional Salaries,Classified Instructional Salaries,2100,47,49,1,21,1516
479468.32,1611270000000,479.46832,Albany City Unified,61127,209,5,Classified Support Salaries,Classified Support Salaries,2200,47,49,1,21,1516
21437.84,1611270000000,21.43784,Albany City Unified,61127,209,5,Approved Textbooks and Core Curricula Materials,Approved Textbooks and Core Curricula Materials,4100,47,49,1,21,1516
398701.83,1611270000000,398.70183,Albany City Unified,61127,209,5,Books and Other Reference Materials,Books and Other Reference Materials,4200,47,49,1,21,1516
2570832.22,1611270000000,2570.83222,Albany City Unified,61127,209,5,Maintenance and Operations (Public Law 81-874),Maintenance and Operations (Public Law 81-874),8110,47,49,1,21,1516
17070043,1611270000000,17070.043,Albany City Unified,61127,209,5,Accounts Receivable,Accounts Receivable,9200,47,49,1,21,1516
3208053.01,1611270000000,3208.05301,Albany City Unified,61127,64,6,Classified Instructional Salaries,Classified Instructional Salaries,2100,19,21,1,5,1516
479468.32,1611270000000,479.46832,Albany City Unified,61127,64,6,Classified Support Salaries,Classified Support Salaries,2200,19,21,1,5,1516
21437.84,1611270000000,21.43784,Albany City Unified,61127,64,6,Approved Textbooks and Core Curricula Materials,Approved Textbooks and Core Curricula Materials,4100,19,21,1,5,1516
398701.83,1611270000000,398.70183,Albany City Unified,61127,64,6,Books and Other Reference Materials,Books and Other Reference Materials,4200,19,21,1,5,1516
2570832.22,1611270000000,2570.83222,Albany City Unified,61127,64,6,Maintenance and Operations (Public Law 81-874),Maintenance and Operations (Public Law 81-874),8110,19,21,1,5,1516
17070043,1611270000000,17070.043,Albany City Unified,61127,64,6,Accounts Receivable,Accounts Receivable,9200,19,21,1,5,1516
3208053.01,1611270000000,3208.05301,Albany City Unified,61127,452,7,Classified Instructional Salaries,Classified Instructional Salaries,2100,104,109,1,75,1516
479468.32,1611270000000,479.46832,Albany City Unified,61127,452,7,Classified Support Salaries,Classified Support Salaries,2200,104,109,1,75,1516
21437.84,1611270000000,21.43784,Albany City Unified,61127,452,7,Approved Textbooks and Core Curricula Materials,Approved Textbooks and Core Curricula Materials,4100,104,109,1,75,1516
398701.83,1611270000000,398.70183,Albany City Unified,61127,452,7,Books and Other Reference Materials,Books and Other Reference Materials,4200,104,109,1,75,1516
2570832.22,1611270000000,2570.83222,Albany City Unified,61127,452,7,Maintenance and Operations (Public Law 81-874),Maintenance and Operations (Public Law 81-874),8110,104,109,1,75,1516
17070043,1611270000000,17070.043,Albany City Unified,61127,452,7,Accounts Receivable,Accounts Receivable,9200,104,109,1,75,1516
3208053.01,1611270000000,3208.05301,Albany City Unified,61127,127,9,Classified Instructional Salaries,Classified Instructional Salaries,2100,27,27,1,17,1516
479468.32,1611270000000,479.46832,Albany City Unified,61127,127,9,Classified Support Salaries,Classified Support Salaries,2200,27,27,1,17,1516
21437.84,1611270000000,21.43784,Albany City Unified,61127,127,9,Approved Textbooks and Core Curricula Materials,Approved Textbooks and Core Curricula Materials,4100,27,27,1,17,1516
398701.83,1611270000000,398.70183,Albany City Unified,61127,127,9,Books and Other Reference Materials,Books and Other Reference Materials,4200,27,27,1,17,1516
2570832.22,1611270000000,2570.83222,Albany City Unified,61127,127,9,Maintenance and Operations (Public Law 81-874),Maintenance and Operations (Public Law 81-874),8110,27,27,1,17,1516
17070043,1611270000000,17070.043,Albany City Unified,61127,127,9,Accounts Receivable,Accounts Receivable,9200,27,27,1,17,1516
9972193.08000001,1611430000000,9972.193080000,Berkeley Unified,61143,14,0,Classified Instructional Salaries,Classified Instructional Salaries,2100,2,2,1,1,1516
822,1611430000000,0.822,Berkeley Unified,61143,14,0,Accounts Receivable,Accounts Receivable,9200,2,2,1,1,1516
9972193.08000001,1611430000000,9972.193080000,Berkeley Unified,61143,11,1,Classified Instructional Salaries,Classified Instructional Salaries,2100,2,3,1,0,1516
822,1611430000000,0.822,Berkeley Unified,61143,11,1,Accounts Receivable,Accounts Receivable,9200,2,3,1,0,1516
9972193.08000001,1611430000000,9972.193080000,Berkeley Unified,61143,284,2,Classified Instructional Salaries,Classified Instructional Salaries,2100,71,71,1,47,1516
822,1611430000000,0.822,Berkeley Unified,61143,284,2,Accounts Receivable,Accounts Receivable,9200,71,71,1,47,1516
9972193.08000001,1611430000000,9972.193080000,Berkeley Unified,61143,9,3,Classified Instructional Salaries,Classified Instructional Salaries,2100,4,4,1,2,1516
822,1611430000000,0.822,Berkeley Unified,61143,9,3,Accounts Receivable,Accounts Receivable,9200,4,4,1,2,1516
9972193.08000001,1611430000000,9972.193080000,Berkeley Unified,61143,32,4,Classified Instructional Salaries,Classified Instructional Salaries,2100,6,6,1,6,1516
822,1611430000000,0.822,Berkeley Unified,61143,32,4,Accounts Receivable,Accounts Receivable,9200,6,6,1,6,1516
9972193.08000001,1611430000000,9972.193080000,Berkeley Unified,61143,1090,5,Classified Instructional Salaries,Classified Instructional Salaries,2100,218,248,1,140,1516
822,1611430000000,0.822,Berkeley Unified,61143,1090,5,Accounts Receivable,Accounts Receivable,9200,218,248,1,140,1516
9972193.08000001,1611430000000,9972.193080000,Berkeley Unified,61143,756,6,Classified Instructional Salaries,Classified Instructional Salaries,2100,173,198,1,61,1516
822,1611430000000,0.822,Berkeley Unified,61143,756,6,Accounts Receivable,Accounts Receivable,9200,173,198,1,61,1516
9972193.08000001,1611430000000,9972.193080000,Berkeley Unified,61143,1291,7,Classified Instructional Salaries,Classified Instructional Salaries,2100,291,310,1,249,1516
